,Start,End,Comment,AR_IC,LR_IC,DT_IC,RF_IC,XB_IC,AR_HR,LR_HR,DT_HR,RF_HR,XB_HR,AR_RMSFE,LR_RMSFE,DT_RMSFE,RF_RMSFE,XB_RMSFE
404,30/11/1999,31/10/2004,Rolling 382,-0.12,-0.14,-0.11,0,-0.1,0.33,0.45,0.45,0.48,0.48,0.050440219,0.056669666,0.065730962,0.052120956,0.054744204
1446,NA,NA,Relative to AR:,0,-0.02,0.01,0.12,0.02,0,0.12,0.12,0.15,0.15,1,1.123502,1.303146,1.033321,1.085328
405,31/12/1999,30/11/2004,Rolling 383,-0.14,-0.15,-0.13,-0.01,-0.12,0.32,0.43,0.43,0.47,0.48,0.050737605,0.057127076,0.066020402,0.052463124,0.054901966
1447,NA,NA,Relative to AR:,0,-0.01,0.01,0.13,0.02,0,0.11,0.11,0.15,0.16,1,1.125932,1.301212,1.034009,1.082076
406,31/01/2000,31/12/2004,Rolling 384,-0.18,-0.15,-0.12,-0.01,-0.1,0.3,0.43,0.43,0.47,0.48,0.050752781,0.056872726,0.065434316,0.052099207,0.054394461
1448,NA,NA,Relative to AR:,0,0.03,0.06,0.17,0.08,0,0.13,0.13,0.17,0.18,1,1.120583,1.289275,1.026529,1.071753
407,29/02/2000,31/01/2005,Rolling 385,-0.16,-0.16,-0.13,0,-0.09,0.32,0.43,0.42,0.47,0.48,0.050120518,0.056610333,0.065276254,0.05165119,0.053663131
1449,NA,NA,Relative to AR:,0,0,0.03,0.16,0.07,0,0.11,0.1,0.15,0.16,1,1.129484,1.302386,1.03054,1.070682
408,31/03/2000,28/02/2005,Rolling 386,-0.16,-0.15,-0.12,0.01,-0.08,0.32,0.43,0.43,0.47,0.5,0.049786825,0.056326856,0.06481706,0.051285189,0.053207262
1450,NA,NA,Relative to AR:,0,0.01,0.04,0.17,0.08,0,0.11,0.11,0.15,0.18,1,1.131361,1.301892,1.030096,1.068702
409,30/04/2000,31/03/2005,Rolling 387,-0.22,-0.23,-0.17,-0.04,-0.15,0.32,0.43,0.42,0.47,0.48,0.049025338,0.056082561,0.06475371,0.050698253,0.052996071
1452,NA,NA,Relative to AR:,0,-0.01,0.05,0.18,0.07,0,0.11,0.1,0.15,0.16,1,1.143951,1.320821,1.034123,1.080993
410,31/05/2000,30/04/2005,Rolling 388,-0.22,-0.21,-0.16,-0.03,-0.13,0.33,0.45,0.42,0.48,0.5,0.048842089,0.055707689,0.063870879,0.050292725,0.052221399
1453,NA,NA,Relative to AR:,0,0.01,0.06,0.19,0.09,0,0.12,0.09,0.15,0.17,1,1.140567,1.307702,1.029701,1.069188
411,30/06/2000,31/05/2005,Rolling 389,-0.21,-0.19,-0.14,0.01,-0.11,0.33,0.47,0.43,0.5,0.52,0.048649498,0.054976663,0.062953899,0.049360504,0.051413525
1454,NA,NA,Relative to AR:,0,0.02,0.07,0.22,0.1,0,0.14,0.1,0.17,0.19,1,1.130056,1.29403,1.014615,1.056815
412,31/07/2000,30/06/2005,Rolling 390,-0.24,-0.19,-0.13,-0.01,-0.13,0.33,0.45,0.43,0.5,0.52,0.048650366,0.054957212,0.06276316,0.049360354,0.051408009
1455,NA,NA,Relative to AR:,0,0.05,0.11,0.23,0.11,0,0.12,0.1,0.17,0.19,1,1.129636,1.290086,1.014594,1.056683
413,31/08/2000,31/07/2005,Rolling 391,-0.24,-0.17,-0.14,0.02,-0.1,0.33,0.47,0.43,0.52,0.53,0.048715584,0.054511568,0.063368706,0.049215909,0.051017582
1456,NA,NA,Relative to AR:,0,0.07,0.1,0.26,0.14,0,0.14,0.1,0.19,0.2,1,1.118976,1.300789,1.01027,1.047254
414,30/09/2000,31/08/2005,Rolling 392,-0.29,-0.19,-0.15,0,-0.13,0.33,0.45,0.42,0.52,0.52,0.048502008,0.054262385,0.063166484,0.048795885,0.050899756
1457,NA,NA,Relative to AR:,0,0.1,0.14,0.29,0.16,0,0.12,0.09,0.19,0.19,1,1.118766,1.302348,1.006059,1.049436
415,31/10/2000,30/09/2005,Rolling 393,-0.29,-0.17,-0.15,0.01,-0.12,0.33,0.47,0.43,0.52,0.53,0.047800212,0.053294687,0.062518412,0.048306558,0.050061497
1458,NA,NA,Relative to AR:,0,0.12,0.14,0.3,0.17,0,0.14,0.1,0.19,0.2,1,1.114947,1.307911,1.010593,1.047307
416,30/11/2000,31/10/2005,Rolling 394,-0.3,-0.18,-0.14,0.02,-0.12,0.35,0.47,0.43,0.53,0.55,0.047659062,0.053477642,0.062577516,0.048204161,0.050022676
1459,NA,NA,Relative to AR:,0,0.12,0.16,0.32,0.18,0,0.12,0.08,0.18,0.2,1,1.122088,1.313024,1.011437,1.049594
417,31/12/2000,30/11/2005,Rolling 395,-0.26,-0.19,-0.17,-0.02,-0.17,0.35,0.45,0.42,0.52,0.53,0.046015668,0.053013607,0.062839203,0.047999326,0.049240708
1460,NA,NA,Relative to AR:,0,0.07,0.09,0.24,0.09,0,0.1,0.07,0.17,0.18,1,1.152077,1.365604,1.043108,1.070086
418,31/01/2001,31/12/2005,Rolling 396,-0.3,-0.19,-0.17,-0.02,-0.17,0.37,0.47,0.43,0.53,0.55,0.045863307,0.052972902,0.062894392,0.047881488,0.049161679
1462,NA,NA,Relative to AR:,0,0.11,0.13,0.28,0.13,0,0.1,0.06,0.16,0.18,1,1.155017,1.371344,1.044004,1.071917
419,28/02/2001,31/01/2006,Rolling 397,-0.33,-0.22,-0.2,-0.03,-0.19,0.35,0.45,0.42,0.53,0.55,0.045909984,0.05308615,0.063223035,0.047836785,0.049181406
1463,NA,NA,Relative to AR:,0,0.11,0.13,0.3,0.14,0,0.1,0.07,0.18,0.2,1,1.156309,1.377109,1.041969,1.071257
420,31/03/2001,28/02/2006,Rolling 398,-0.3,-0.17,-0.17,-0.07,-0.14,0.35,0.47,0.42,0.53,0.55,0.043840487,0.05062868,0.060791795,0.046896464,0.046280483
1464,NA,NA,Relative to AR:,0,0.13,0.13,0.23,0.16,0,0.12,0.07,0.18,0.2,1,1.154838,1.386659,1.069707,1.055656
421,30/04/2001,31/03/2006,Rolling 399,-0.23,-0.14,-0.15,-0.09,-0.1,0.37,0.47,0.42,0.52,0.57,0.042187687,0.049333533,0.059858004,0.046513893,0.044471796
1465,NA,NA,Relative to AR:,0,0.09,0.08,0.14,0.13,0,0.1,0.05,0.15,0.2,1,1.169382,1.41885,1.102547,1.054142
422,31/05/2001,30/04/2006,Rolling 400,-0.37,-0.12,-0.12,-0.06,-0.12,0.35,0.47,0.43,0.53,0.57,0.041638795,0.047729388,0.057838899,0.044834701,0.043898991
1466,NA,NA,Relative to AR:,0,0.25,0.25,0.31,0.25,0,0.12,0.08,0.18,0.22,1,1.146272,1.389063,1.076753,1.054281
423,30/06/2001,31/05/2006,Rolling 401,-0.37,-0.13,-0.13,-0.07,-0.13,0.37,0.48,0.43,0.53,0.57,0.041873759,0.046485191,0.057500004,0.044822267,0.044309583
1467,NA,NA,Relative to AR:,0,0.24,0.24,0.3,0.24,0,0.11,0.06,0.16,0.2,1,1.110127,1.373175,1.070414,1.058171
424,31/07/2001,30/06/2006,Rolling 402,-0.37,-0.15,-0.15,-0.09,-0.14,0.38,0.48,0.43,0.52,0.55,0.041628462,0.046531126,0.057371871,0.044802304,0.044211551
1468,NA,NA,Relative to AR:,0,0.22,0.22,0.28,0.23,0,0.1,0.05,0.14,0.17,1,1.117772,1.378189,1.076242,1.062051
425,31/08/2001,31/07/2006,Rolling 403,-0.37,-0.16,-0.16,-0.11,-0.15,0.38,0.47,0.42,0.5,0.55,0.041497011,0.046463146,0.057031955,0.044616052,0.044192972
1469,NA,NA,Relative to AR:,0,0.21,0.21,0.26,0.22,0,0.09,0.04,0.12,0.17,1,1.119675,1.374363,1.075163,1.064968
426,30/09/2001,31/08/2006,Rolling 404,-0.32,-0.18,-0.21,-0.2,-0.25,0.4,0.47,0.4,0.5,0.55,0.040313433,0.046110186,0.057106245,0.044582172,0.04387034
1470,NA,NA,Relative to AR:,0,0.14,0.11,0.12,0.07,0,0.07,0,0.1,0.15,1,1.143792,1.416556,1.105889,1.088231
427,31/10/2001,30/09/2006,Rolling 405,-0.2,-0.16,-0.15,-0.14,-0.21,0.42,0.47,0.42,0.5,0.57,0.038204727,0.044641506,0.05437823,0.042388041,0.041499077
1472,NA,NA,Relative to AR:,0,0.04,0.05,0.06,-0.01,0,0.05,0,0.08,0.15,1,1.168481,1.423338,1.109497,1.086229
428,30/11/2001,31/10/2006,Rolling 406,-0.24,-0.16,-0.14,-0.13,-0.21,0.42,0.47,0.43,0.5,0.57,0.038340242,0.04472927,0.053642902,0.042211517,0.041576471
1473,NA,NA,Relative to AR:,0,0.08,0.1,0.11,0.03,0,0.05,0.01,0.08,0.15,1,1.16664,1.399128,1.100972,1.084408
429,31/12/2001,30/11/2006,Rolling 407,-0.27,-0.1,-0.1,-0.06,-0.17,0.43,0.47,0.43,0.5,0.58,0.037231306,0.042104362,0.051156109,0.039717551,0.040110888
1474,NA,NA,Relative to AR:,0,0.17,0.17,0.21,0.1,0,0.04,0,0.07,0.15,1,1.130886,1.374008,1.066778,1.077343
430,31/01/2002,31/12/2006,Rolling 408,-0.26,-0.1,-0.1,-0.06,-0.17,0.45,0.48,0.45,0.5,0.6,0.037232343,0.040982316,0.050675498,0.039615313,0.039937074
1475,NA,NA,Relative to AR:,0,0.16,0.16,0.2,0.09,0,0.03,0,0.05,0.15,1,1.100718,1.361061,1.064003,1.072645
431,28/02/2002,31/01/2007,Rolling 409,-0.24,-0.09,-0.08,-0.06,-0.16,0.47,0.48,0.47,0.5,0.62,0.037169254,0.040931708,0.050043952,0.039579225,0.039657304
1476,NA,NA,Relative to AR:,0,0.15,0.16,0.18,0.08,0,0.01,0,0.03,0.15,1,1.101225,1.34638,1.064838,1.066938
432,31/03/2002,28/02/2007,Rolling 410,-0.25,-0.1,-0.09,-0.05,-0.15,0.47,0.48,0.45,0.5,0.62,0.037208471,0.041027012,0.050324204,0.039600994,0.039428204
1477,NA,NA,Relative to AR:,0,0.15,0.16,0.2,0.1,0,0.01,-0.02,0.03,0.15,1,1.102626,1.352493,1.0643,1.059657
433,30/04/2002,31/03/2007,Rolling 411,-0.29,-0.08,-0.12,-0.04,-0.17,0.45,0.48,0.43,0.52,0.62,0.037018867,0.040397292,0.050542443,0.03903895,0.039410534
1478,NA,NA,Relative to AR:,0,0.21,0.17,0.25,0.12,0,0.03,-0.02,0.07,0.17,1,1.091262,1.365316,1.054569,1.064607
434,31/05/2002,30/04/2007,Rolling 412,-0.22,-0.03,-0.04,-0.03,-0.16,0.45,0.5,0.45,0.5,0.63,0.036315182,0.039415947,0.047995624,0.038534686,0.038228614
1479,NA,NA,Relative to AR:,0,0.19,0.18,0.19,0.06,0,0.05,0,0.05,0.18,1,1.085385,1.321641,1.061118,1.05269
435,30/06/2002,31/05/2007,Rolling 413,-0.18,-0.02,-0.04,-0.04,-0.16,0.47,0.5,0.43,0.48,0.65,0.036392642,0.039431767,0.048241311,0.03885491,0.038275379
1480,NA,NA,Relative to AR:,0,0.16,0.14,0.14,0.02,0,0.03,-0.04,0.01,0.18,1,1.083509,1.325579,1.067658,1.051734
436,31/07/2002,30/06/2007,Rolling 414,-0.18,0,0.04,-0.01,-0.05,0.45,0.5,0.43,0.48,0.65,0.035227678,0.038231843,0.045099936,0.037342271,0.03542303
1482,NA,NA,Relative to AR:,0,0.18,0.22,0.17,0.13,0,0.05,-0.02,0.03,0.2,1,1.085279,1.280242,1.060026,1.005545
437,31/08/2002,31/07/2007,Rolling 415,-0.18,0.09,0.14,0.09,0.07,0.45,0.5,0.43,0.48,0.65,0.033898179,0.03561955,0.041610708,0.034925665,0.032475499
1483,NA,NA,Relative to AR:,0,0.27,0.32,0.27,0.25,0,0.05,-0.02,0.03,0.2,1,1.050781,1.22752,1.030311,0.958031
438,30/09/2002,31/08/2007,Rolling 416,-0.16,0.09,0.15,0.09,0.07,0.45,0.48,0.43,0.47,0.65,0.033898174,0.03564167,0.041389756,0.034879242,0.032387872
1484,NA,NA,Relative to AR:,0,0.25,0.31,0.25,0.23,0,0.03,-0.02,0.02,0.2,1,1.051433,1.221003,1.028942,0.955446
439,31/10/2002,30/09/2007,Rolling 417,-0.18,0.14,0.08,0.12,0.08,0.45,0.48,0.43,0.47,0.67,0.030769557,0.033263552,0.040382645,0.031860042,0.028460524
1485,NA,NA,Relative to AR:,0,0.32,0.26,0.3,0.26,0,0.03,-0.02,0.02,0.22,1,1.081054,1.312422,1.03544,0.924957
440,30/11/2002,31/10/2007,Rolling 418,-0.15,0.16,0.07,0.12,0.07,0.47,0.5,0.42,0.48,0.67,0.028618964,0.031264701,0.039151532,0.029958215,0.026944992
1486,NA,NA,Relative to AR:,0,0.31,0.22,0.27,0.22,0,0.03,-0.05,0.01,0.2,1,1.092447,1.368028,1.046796,0.941508
441,31/12/2002,30/11/2007,Rolling 419,-0.18,0.14,0.14,0.13,0.11,0.47,0.5,0.43,0.5,0.67,0.028445032,0.031269832,0.03659762,0.02939924,0.026719303
1487,NA,NA,Relative to AR:,0,0.32,0.32,0.31,0.29,0,0.03,-0.04,0.03,0.2,1,1.099307,1.286608,1.033546,0.939331
442,31/01/2003,31/12/2007,Rolling 420,-0.22,0.1,0.05,0.1,0.06,0.45,0.48,0.42,0.48,0.65,0.027444598,0.03084238,0.03676422,0.028779808,0.025807551
1488,NA,NA,Relative to AR:,0,0.32,0.27,0.32,0.28,0,0.03,-0.03,0.03,0.2,1,1.123805,1.339579,1.048651,0.940351
443,28/02/2003,31/01/2008,Rolling 421,-0.27,0.1,0.01,0.06,0.01,0.43,0.48,0.42,0.48,0.65,0.028741305,0.031516488,0.038072855,0.029949251,0.027519281
1489,NA,NA,Relative to AR:,0,0.37,0.28,0.33,0.28,0,0.05,-0.01,0.05,0.22,1,1.096557,1.324674,1.042028,0.957482
444,31/03/2003,29/02/2008,Rolling 422,-0.3,0.1,-0.02,0.03,0,0.42,0.48,0.42,0.48,0.63,0.029148063,0.031756327,0.037394612,0.030290656,0.027938608
1490,NA,NA,Relative to AR:,0,0.4,0.28,0.33,0.3,0,0.06,0,0.06,0.21,1,1.089483,1.282919,1.0392,0.958507
445,30/04/2003,31/03/2008,Rolling 423,-0.31,0.11,-0.01,0.04,0,0.42,0.5,0.43,0.5,0.65,0.029100309,0.031547377,0.037462883,0.030106552,0.027918382
1492,NA,NA,Relative to AR:,0,0.42,0.3,0.35,0.31,0,0.08,0.01,0.08,0.23,1,1.084091,1.287371,1.034578,0.959384
446,31/05/2003,30/04/2008,Rolling 424,-0.25,0.15,-0.05,-0.01,-0.01,0.43,0.5,0.43,0.48,0.65,0.027494441,0.029945015,0.037329938,0.029656349,0.027059416
1493,NA,NA,Relative to AR:,0,0.4,0.2,0.24,0.24,0,0.07,0,0.05,0.22,1,1.08913,1.357727,1.078631,0.984178
447,30/06/2003,31/05/2008,Rolling 425,-0.19,0.19,-0.05,0.05,0.01,0.45,0.52,0.43,0.48,0.65,0.026366759,0.028471116,0.036818808,0.028032382,0.026400726
1494,NA,NA,Relative to AR:,0,0.38,0.14,0.24,0.2,0,0.07,-0.02,0.03,0.2,1,1.079811,1.39641,1.063171,1.001288
448,31/07/2003,30/06/2008,Rolling 426,-0.23,0.17,0,0.11,0.04,0.45,0.53,0.45,0.5,0.65,0.028993441,0.030322323,0.037402544,0.028973671,0.028943927
1495,NA,NA,Relative to AR:,0,0.4,0.23,0.34,0.27,0,0.08,0,0.05,0.2,1,1.045834,1.290035,0.999318,0.998292
449,31/08/2003,31/07/2008,Rolling 427,-0.21,0.17,0.01,0.11,0.04,0.47,0.53,0.47,0.52,0.63,0.028862964,0.030466778,0.037079874,0.028867186,0.02905182
1496,NA,NA,Relative to AR:,0,0.38,0.22,0.32,0.25,0,0.06,0,0.05,0.16,1,1.055567,1.284687,1.000146,1.006543
450,30/09/2003,31/08/2008,Rolling 428,-0.21,0.18,0.03,0.14,0.07,0.47,0.53,0.47,0.52,0.63,0.028810387,0.030258902,0.035937232,0.028219329,0.028594068
1497,NA,NA,Relative to AR:,0,0.39,0.24,0.35,0.28,0,0.06,0,0.05,0.16,1,1.050278,1.247371,0.979485,0.992492
451,31/10/2003,30/09/2008,Rolling 429,-0.23,0.21,0.07,0.2,0.18,0.45,0.53,0.47,0.52,0.65,0.031511232,0.031770721,0.037024895,0.029967163,0.030453642
1498,NA,NA,Relative to AR:,0,0.44,0.3,0.43,0.41,0,0.08,0.02,0.07,0.2,1,1.008235,1.174975,0.950999,0.966438
452,30/11/2003,31/10/2008,Rolling 430,0.02,0.34,0.18,0.19,0.13,0.47,0.55,0.48,0.53,0.63,0.038000321,0.035893053,0.040328149,0.037230053,0.039121284
1499,NA,NA,Relative to AR:,0,0.32,0.16,0.17,0.11,0,0.08,0.01,0.06,0.16,1,0.944546,1.061258,0.97973,1.029499
453,31/12/2003,30/11/2008,Rolling 431,0.15,0.1,0.18,0.23,0.14,0.48,0.53,0.48,0.55,0.62,0.038542151,0.043792683,0.04112326,0.037927506,0.040495229
1500,NA,NA,Relative to AR:,0,-0.05,0.03,0.08,-0.01,0,0.05,0,0.07,0.14,1,1.136228,1.066968,0.984053,1.050674
454,31/01/2004,31/12/2008,Rolling 432,0.16,0.08,0.13,0.11,0.06,0.48,0.52,0.47,0.53,0.6,0.037985398,0.044094605,0.041682323,0.040462074,0.040958424
1502,NA,NA,Relative to AR:,0,-0.08,-0.03,-0.05,-0.1,0,0.04,-0.01,0.05,0.12,1,1.16083,1.097325,1.065201,1.078268
455,29/02/2004,31/01/2009,Rolling 433,0.17,0.14,0.2,0.21,0.17,0.5,0.52,0.47,0.53,0.6,0.039450166,0.044310111,0.041801788,0.040463035,0.041379934
1503,NA,NA,Relative to AR:,0,-0.03,0.03,0.04,0,0,0.02,-0.03,0.03,0.1,1,1.123192,1.05961,1.025675,1.048917
456,31/03/2004,28/02/2009,Rolling 434,0.34,0.25,0.29,0.3,0.25,0.52,0.53,0.48,0.53,0.6,0.040565568,0.044263052,0.04176834,0.041006649,0.042992253
1504,NA,NA,Relative to AR:,0,-0.09,-0.05,-0.04,-0.09,0,0.01,-0.04,0.01,0.08,1,1.091148,1.02965,1.010873,1.059821
457,30/04/2004,31/03/2009,Rolling 435,0.1,0.17,0.19,0.18,0.11,0.5,0.52,0.47,0.52,0.6,0.043996872,0.047892982,0.045682599,0.045250343,0.045844156
1505,NA,NA,Relative to AR:,0,0.07,0.09,0.08,0.01,0,0.02,-0.03,0.02,0.1,1,1.088554,1.038315,1.02849,1.041987
458,31/05/2004,30/04/2009,Rolling 436,0.18,0.13,0.09,0.09,-0.04,0.5,0.5,0.47,0.5,0.6,0.044764714,0.050428469,0.05005366,0.049240064,0.049535084
1506,NA,NA,Relative to AR:,0,-0.05,-0.09,-0.09,-0.22,0,0,-0.03,0,0.1,1,1.126523,1.11815,1.099975,1.106565
459,30/06/2004,31/05/2009,Rolling 437,0.23,0.11,0.03,0.06,-0.03,0.52,0.5,0.45,0.48,0.6,0.044771641,0.051623928,0.052734275,0.050480817,0.049811741
1507,NA,NA,Relative to AR:,0,-0.12,-0.2,-0.17,-0.26,0,-0.02,-0.07,-0.04,0.08,1,1.15305,1.17785,1.127518,1.112574
460,31/07/2004,30/06/2009,Rolling 438,0.23,0.11,0.02,0.06,-0.03,0.52,0.52,0.47,0.5,0.58,0.044686421,0.05168204,0.053152907,0.050813648,0.049793241
1508,NA,NA,Relative to AR:,0,-0.12,-0.21,-0.17,-0.26,0,0,-0.05,-0.02,0.06,1,1.156549,1.189464,1.137116,1.114281
461,31/08/2004,31/07/2009,Rolling 439,0.22,0.13,0,0.03,-0.03,0.5,0.53,0.45,0.48,0.6,0.045495137,0.05194084,0.054230736,0.052302889,0.050297515
1509,NA,NA,Relative to AR:,0,-0.09,-0.22,-0.19,-0.25,0,0.03,-0.05,-0.02,0.1,1,1.141679,1.192012,1.149637,1.105558
462,30/09/2004,31/08/2009,Rolling 440,0.24,0.16,-0.01,0.04,-0.03,0.52,0.55,0.43,0.48,0.6,0.045505062,0.052623808,0.054436277,0.052510823,0.050313575
1510,NA,NA,Relative to AR:,0,-0.08,-0.25,-0.2,-0.27,0,0.03,-0.09,-0.04,0.08,1,1.156439,1.196269,1.153956,1.10567
463,31/10/2004,30/09/2009,Rolling 441,0.25,0.18,0,0.02,-0.03,0.53,0.55,0.43,0.47,0.6,0.045592897,0.052848692,0.054532248,0.053027966,0.050233916
1512,NA,NA,Relative to AR:,0,-0.07,-0.25,-0.23,-0.28,0,0.02,-0.1,-0.06,0.07,1,1.159143,1.196069,1.163075,1.101793
464,30/11/2004,31/10/2009,Rolling 442,0.25,0.18,-0.01,0.01,-0.03,0.53,0.55,0.43,0.48,0.58,0.045698133,0.053234027,0.054850896,0.053054128,0.050364866
1513,NA,NA,Relative to AR:,0,-0.07,-0.26,-0.24,-0.28,0,0.02,-0.1,-0.05,0.05,1,1.164906,1.200287,1.160969,1.102121
465,31/12/2004,30/11/2009,Rolling 443,0.23,0.18,0.03,0.01,-0.02,0.53,0.55,0.45,0.48,0.58,0.046164234,0.053250934,0.054401779,0.053527207,0.050494155
1514,NA,NA,Relative to AR:,0,-0.05,-0.2,-0.22,-0.25,0,0.02,-0.08,-0.05,0.05,1,1.153511,1.17844,1.159495,1.093794
466,31/01/2005,31/12/2009,Rolling 444,0.25,0.19,0.03,0.02,-0.01,0.55,0.57,0.47,0.5,0.6,0.045897382,0.052910895,0.05424365,0.053142186,0.05031916
1515,NA,NA,Relative to AR:,0,-0.06,-0.22,-0.23,-0.26,0,0.02,-0.08,-0.05,0.05,1,1.152809,1.181846,1.157848,1.096341
467,28/02/2005,31/01/2010,Rolling 445,0.24,0.18,0.02,0.02,-0.02,0.53,0.55,0.47,0.52,0.6,0.04613139,0.053387559,0.054839327,0.053199588,0.050612285
1516,NA,NA,Relative to AR:,0,-0.06,-0.22,-0.22,-0.26,0,0.02,-0.06,-0.01,0.07,1,1.157294,1.188764,1.153219,1.097133
468,31/03/2005,28/02/2010,Rolling 446,0.23,0.19,0.01,0.02,-0.02,0.53,0.57,0.45,0.52,0.6,0.046411188,0.053228958,0.05515967,0.05330234,0.050662783
1517,NA,NA,Relative to AR:,0,-0.04,-0.22,-0.21,-0.25,0,0.04,-0.08,-0.01,0.07,1,1.146899,1.188499,1.14848,1.091607
469,30/04/2005,31/03/2010,Rolling 447,0.23,0.2,0.03,0.04,0,0.53,0.57,0.47,0.52,0.62,0.046795404,0.053375864,0.055326788,0.053605477,0.050851862
1518,NA,NA,Relative to AR:,0,-0.03,-0.2,-0.19,-0.23,0,0.04,-0.06,-0.01,0.09,1,1.140622,1.182312,1.145529,1.086685
470,31/05/2005,30/04/2010,Rolling 448,0.24,0.2,0.04,0.05,0,0.53,0.57,0.48,0.52,0.62,0.046746571,0.053319172,0.055164933,0.05357731,0.050769773
1519,NA,NA,Relative to AR:,0,-0.04,-0.2,-0.19,-0.24,0,0.04,-0.05,-0.01,0.09,1,1.140601,1.180085,1.146123,1.086064
471,30/06/2005,31/05/2010,Rolling 449,0.23,0.18,-0.02,0.01,-0.02,0.53,0.55,0.47,0.5,0.6,0.047960168,0.054712774,0.057173072,0.054903167,0.052353245
1520,NA,NA,Relative to AR:,0,-0.05,-0.25,-0.22,-0.25,0,0.02,-0.06,-0.03,0.07,1,1.140796,1.192095,1.144766,1.091598
472,31/07/2005,30/06/2010,Rolling 450,0.26,0.18,-0.04,0,-0.03,0.53,0.57,0.47,0.48,0.58,0.048046205,0.055151933,0.058159713,0.055430413,0.053040644
1522,NA,NA,Relative to AR:,0,-0.08,-0.3,-0.26,-0.29,0,0.04,-0.06,-0.05,0.05,1,1.147894,1.210495,1.15369,1.103951
473,31/08/2005,31/07/2010,Rolling 451,0.21,0.17,-0.04,0,-0.04,0.53,0.55,0.47,0.48,0.58,0.049241513,0.055789016,0.058605413,0.055884716,0.053522822
1523,NA,NA,Relative to AR:,0,-0.04,-0.25,-0.21,-0.25,0,0.02,-0.06,-0.05,0.05,1,1.132967,1.190163,1.134911,1.086945
474,30/09/2005,31/08/2010,Rolling 452,0.18,0.16,-0.06,-0.02,-0.04,0.52,0.55,0.47,0.47,0.58,0.050038809,0.056570972,0.059501258,0.056650955,0.054005029
1524,NA,NA,Relative to AR:,0,-0.02,-0.24,-0.2,-0.22,0,0.03,-0.05,-0.05,0.06,1,1.130542,1.189102,1.13214,1.079263
475,31/10/2005,30/09/2010,Rolling 453,0.13,0.16,-0.02,-0.01,-0.03,0.52,0.55,0.47,0.45,0.58,0.051840379,0.0573716,0.059953731,0.057710306,0.054856401
1525,NA,NA,Relative to AR:,0,0.03,-0.15,-0.14,-0.16,0,0.03,-0.05,-0.07,0.06,1,1.106697,1.156506,1.113231,1.058179
476,30/11/2005,31/10/2010,Rolling 454,0.15,0.18,-0.02,0.01,-0.03,0.52,0.57,0.47,0.45,0.58,0.051804962,0.057063271,0.059939494,0.05773839,0.054932673
1526,NA,NA,Relative to AR:,0,0.03,-0.17,-0.14,-0.18,0,0.05,-0.05,-0.07,0.06,1,1.101502,1.157022,1.114534,1.060375
477,31/12/2005,30/11/2010,Rolling 455,0.15,0.19,-0.01,0.01,-0.02,0.52,0.58,0.47,0.45,0.58,0.051639554,0.056589421,0.059272141,0.057363277,0.0547547
1527,NA,NA,Relative to AR:,0,0.04,-0.16,-0.14,-0.17,0,0.06,-0.05,-0.07,0.06,1,1.095854,1.147805,1.11084,1.060325
478,31/01/2006,31/12/2010,Rolling 456,0.15,0.18,0.02,0.02,-0.02,0.5,0.57,0.47,0.45,0.58,0.052319206,0.057430434,0.059227111,0.057906873,0.055213625
1528,NA,NA,Relative to AR:,0,0.03,-0.13,-0.13,-0.17,0,0.07,-0.03,-0.05,0.08,1,1.097693,1.132034,1.1068,1.055322
479,28/02/2006,31/01/2011,Rolling 457,0.16,0.18,0.01,0.02,-0.02,0.52,0.58,0.47,0.45,0.58,0.052219476,0.05732674,0.059353815,0.058106185,0.055215176
1529,NA,NA,Relative to AR:,0,0.02,-0.15,-0.14,-0.18,0,0.06,-0.05,-0.07,0.06,1,1.097804,1.136622,1.11273,1.057367
480,31/03/2006,28/02/2011,Rolling 458,0.16,0.18,0.02,0.02,-0.01,0.53,0.57,0.48,0.43,0.6,0.052319906,0.057530872,0.059376577,0.058250218,0.05528377
1530,NA,NA,Relative to AR:,0,0.02,-0.14,-0.14,-0.17,0,0.04,-0.05,-0.1,0.07,1,1.099598,1.134875,1.113347,1.056649
481,30/04/2006,31/03/2011,Rolling 459,0.16,0.18,0.02,0.02,-0.01,0.52,0.58,0.48,0.45,0.58,0.052328084,0.057592855,0.059346504,0.058281729,0.055296125
1532,NA,NA,Relative to AR:,0,0.02,-0.14,-0.14,-0.17,0,0.06,-0.04,-0.07,0.06,1,1.100611,1.134123,1.113775,1.05672
482,31/05/2006,30/04/2011,Rolling 460,0.16,0.18,0.03,0.02,-0.01,0.52,0.58,0.48,0.45,0.58,0.052448391,0.057735939,0.059351614,0.05837643,0.05534169
1533,NA,NA,Relative to AR:,0,0.02,-0.13,-0.14,-0.17,0,0.06,-0.04,-0.07,0.06,1,1.100814,1.131619,1.113026,1.055165
483,30/06/2006,31/05/2011,Rolling 461,0.16,0.18,0.04,0.03,-0.01,0.5,0.58,0.48,0.47,0.58,0.052335471,0.057624538,0.059205172,0.058136092,0.055083088
1534,NA,NA,Relative to AR:,0,0.02,-0.12,-0.13,-0.17,0,0.08,-0.02,-0.03,0.08,1,1.101061,1.131263,1.110835,1.0525
484,31/07/2006,30/06/2011,Rolling 462,0.16,0.18,0.03,0.03,-0.01,0.5,0.57,0.47,0.47,0.58,0.052367554,0.057684248,0.059551386,0.058237347,0.055202006
